squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,Popular,houseAge,numNonGuestRooms,grossLivingArea
89019,62,0,0,99,21070,3,4,1,0,670,739,465,1,5,8904528.6,0,30,57,87145
65421,51,0,0,13,14627,1,8,0,1,1713,4269,706,0,6,6543719.8,0,28,45,58733
28206,50,1,0,83,64676,4,8,0,1,2868,887,288,1,1,2830932.5,0,11,49,24163
57936,37,1,0,80,46389,1,9,0,1,6611,5678,291,1,3,5796649.2,0,34,34,45356
20863,41,0,0,2,16923,1,3,0,0,1601,3742,485,0,7,2086593.9,0,7,34,15035
62530,32,1,1,75,37198,6,3,1,0,1036,3428,278,0,6,6267352.3,1,33,26,57788
49805,44,0,1,52,87751,9,6,0,1,7181,439,615,0,4,4984392.2,0,34,40,41570
41856,40,1,1,43,55942,1,5,1,1,8432,2811,324,1,6,4191936.6,1,20,34,30289
54847,38,1,1,39,96819,4,4,1,0,5929,2894,395,0,7,5493084.0,1,6,31,45629
98814,54,0,1,6,71845,10,8,1,1,1153,4342,890,1,10,9887158.4,1,22,44,92429
14465,3,0,1,80,61595,3,6,1,0,1861,1310,170,0,7,1453919.6,1,10,-4,11124
99301,7,1,1,85,73684,10,5,0,0,7473,5243,732,1,9,9941220.4,0,12,-2,85853
18521,25,1,0,11,33897,6,6,0,1,8307,1056,514,0,6,1858497.3,0,23,19,8644
65908,28,0,0,84,28574,2,8,0,0,830,7908,444,1,0,6598156.8,0,18,28,56726
10897,39,1,1,13,85846,2,5,0,0,399,1799,504,1,9,1097453.7,0,9,30,8195
70390,87,1,0,96,694,4,5,1,0,4293,4803,501,0,8,7045739.0,0,26,79,60793
52685,48,0,0,75,80431,7,10,1,1,6655,9072,897,1,10,5272224.4,0,32,38,36061
75135,44,1,1,46,21433,9,10,0,0,8876,4933,105,1,8,7522188.2,0,34,36,61221
13388,87,1,1,69,61256,1,8,0,0,2572,3787,553,0,9,1346253.3,0,23,78,6476
63427,24,0,0,83,17327,3,6,0,0,5586,1906,106,1,9,6351101.4,0,22,15,55829
27818,7,1,0,72,78380,8,5,1,0,134,5758,515,1,2,2786587.7,0,29,5,21411
82739,60,0,1,37,86183,6,9,0,1,3970,4851,350,1,10,8280296.6,0,10,50,73568
33327,38,0,0,55,74600,10,9,0,1,6202,4233,198,0,2,3337341.0,0,16,36,22694
7685,43,0,1,54,53674,4,8,0,1,610,3674,394,1,2,775942.4,0,32,41,3007
94255,58,1,1,18,88815,3,5,1,0,3504,4834,539,1,1,9431460.1,1,5,57,85378
14610,91,1,1,62,95536,9,10,0,1,8805,3156,726,1,6,1469296.9,0,27,85,1923
60610,70,1,0,50,27286,8,2,0,0,5225,546,389,0,4,6068928.9,0,17,66,54450
78383,89,0,1,49,20678,4,10,0,0,7570,7903,641,1,5,7844579.1,0,25,84,62269
44722,47,0,1,91,94840,6,8,0,1,6947,9309,621,0,10,4477117.2,0,34,37,27845
48189,98,0,0,84,8864,6,1,1,1,5400,3533,875,1,6,4822319.0,0,36,92,38381
37471,58,0,0,12,44690,1,3,0,0,6521,9134,677,0,6,3747950.4,0,22,52,21139
64924,32,0,1,1,16865,7,8,0,1,4430,3041,639,1,5,6496365.3,0,33,27,56814
65233,50,0,0,64,81436,4,2,0,1,4103,6512,668,1,3,6526331.0,0,36,47,53950
65670,3,1,0,44,66416,1,6,0,1,3615,4043,638,0,3,6570909.9,0,17,0,57374
90177,50,1,0,32,56996,1,7,0,0,9300,4271,242,0,8,9024117.8,0,8,42,76364
98390,47,1,1,19,41275,5,4,0,1,7835,8823,310,1,2,9849668.6,0,20,45,81422
43651,35,1,1,62,5601,7,3,0,1,7503,8481,774,1,8,4374012.5,0,21,27,26893
80378,90,1,1,19,27990,7,10,0,1,1432,4489,544,1,9,8045164.4,0,22,81,73913
99291,89,0,0,40,38298,3,10,1,1,4592,8562,369,1,1,9933729.0,0,36,88,85768
18202,67,1,0,75,50682,10,3,1,0,430,2294,758,1,7,1827703.5,0,21,60,14720
76194,59,0,1,73,6817,2,2,1,0,5896,9919,718,1,6,7627074.3,1,23,53,59661
50114,15,1,1,14,44365,2,9,1,1,1870,7534,386,1,9,5019918.1,1,25,6,40324
48603,33,0,0,29,59422,3,7,1,0,2968,2079,903,0,8,4862648.1,0,25,25,42653
48767,3,0,1,64,82521,2,3,0,1,5056,9778,526,1,9,4883097.1,0,5,-6,33407
91501,84,0,1,14,63857,3,4,0,1,3065,388,494,1,10,9154474.3,0,23,74,87554
22927,66,0,0,44,11710,9,3,1,0,1239,8023,891,0,1,2297687.1,0,15,65,12774
51309,53,0,1,6,44580,5,10,0,1,3727,6350,840,1,6,5135619.7,0,29,47,40392
89001,58,0,1,55,84458,8,7,0,0,2445,9296,721,1,9,8904692.4,0,22,49,76539
54040,92,0,1,93,795,8,7,0,0,5805,904,540,0,9,5408568.7,0,9,83,46791
7477,35,1,0,18,321,9,3,1,0,4255,2350,300,1,0,752083.1,0,35,35,572
41225,22,0,1,84,6420,7,1,0,1,7546,3371,395,0,9,4130642.9,0,7,13,29913
77491,88,1,0,13,77053,10,3,0,0,1982,7017,153,1,7,7755674.1,0,15,81,68339
43906,55,0,1,73,48720,10,9,0,1,3357,9036,623,0,4,4397835.3,0,13,51,30890
94824,72,1,0,59,71038,4,1,0,1,2751,8348,527,0,0,9490121.9,0,17,72,83198
33856,86,1,1,14,1448,4,8,1,0,8649,7495,769,0,6,3392172.3,1,33,80,16943
69856,80,1,0,48,20532,5,2,0,1,8366,3590,852,1,8,6993253.5,0,31,72,57048
88586,31,1,0,79,85473,3,8,0,0,8350,3424,826,0,8,8866194.9,0,17,23,75986
67510,32,1,1,61,22236,1,7,0,1,6018,7718,643,0,9,6758961.4,0,12,23,53131
77703,22,0,1,18,64051,4,4,1,1,4762,8678,172,1,8,7776678.1,1,5,14,64091
72147,38,1,0,13,48522,5,2,0,0,285,3733,882,0,9,7219271.3,0,13,29,67247
11339,96,0,0,70,3972,6,1,1,1,2670,3572,872,0,9,1137389.6,0,30,87,4225
81125,22,0,0,24,47940,7,9,0,0,5869,2240,209,1,6,8113963.2,0,14,16,72807
48434,33,1,0,87,18849,3,9,0,0,8173,6719,913,1,1,4854900.2,0,24,32,32629
56398,83,0,0,97,76970,9,7,1,0,1613,2572,146,1,9,5644338.1,0,5,74,52067
95894,30,1,1,6,73763,10,4,0,1,9186,75,132,1,5,9596889.5,0,21,25,86501
23888,24,0,1,24,2000,4,6,0,1,3055,3497,107,1,10,2394623.1,0,15,14,17229
67135,30,1,0,64,32695,3,8,1,1,2579,3894,828,1,2,6723196.0,0,6,28,59834
95162,10,1,0,13,66055,2,10,0,1,8386,3445,692,0,4,9520376.5,0,21,6,82639
34982,30,1,0,66,5540,6,8,0,1,224,802,474,1,1,3508325.1,0,25,29,33482
67699,98,1,0,27,97638,4,9,1,1,5976,31,899,1,6,6776755.1,0,5,92,60793
71143,10,1,1,10,87834,7,6,1,1,6797,5738,739,1,9,7124217.8,1,8,1,57869
57244,58,0,0,79,20132,3,2,1,1,1566,2214,998,1,9,5728704.1,0,35,49,52466
17114,17,1,0,28,24388,3,6,1,1,8327,911,668,1,0,1714461.1,0,5,17,7208
83009,70,0,1,26,10894,5,1,0,1,4251,1402,802,1,5,8305627.9,0,17,65,76554
52610,2,0,1,69,63116,5,2,0,1,7247,592,478,1,3,5270005.9,0,17,-1,44293
7788,43,1,1,75,10731,3,6,1,1,3932,2422,947,0,10,791624.3,1,33,33,487
5693,55,1,0,37,30805,8,9,1,1,1638,986,442,1,0,576081.8,0,8,55,2627
48345,10,1,0,41,97159,4,5,1,1,9057,4582,539,0,10,4842954.3,0,13,0,34167
53422,76,0,0,49,29508,8,1,0,1,6497,693,563,1,9,5343686.9,0,17,67,45669
64603,14,0,1,53,26609,7,5,1,1,8634,9299,366,0,2,6469506.0,1,16,12,46304
47264,49,1,1,23,56118,10,5,0,0,3771,5179,427,1,5,4732236.5,0,31,44,37887
92992,24,1,1,18,10876,8,9,0,1,7478,323,697,0,0,9305605.1,0,35,24,84494
83635,31,0,1,23,95466,5,10,1,1,469,5441,273,0,9,8369562.8,1,28,22,77452
29689,45,1,0,22,40860,1,10,1,1,8498,7641,347,1,7,2973788.4,0,12,38,13203
47239,58,0,0,19,89065,6,9,1,0,8710,1880,447,1,6,4725416.3,0,33,52,36202
7587,94,0,1,22,12872,9,10,1,0,1493,2457,183,1,0,762915.5,1,21,94,3454
10074,29,0,1,47,14297,4,4,1,1,228,5644,935,1,6,1010442.9,1,27,23,3267
46509,19,0,0,44,5352,4,5,0,1,5237,6170,374,1,8,4653392.2,0,24,11,34728
86796,99,1,1,51,25972,2,9,1,0,2445,9209,543,1,4,8689099.8,1,18,95,74599
82853,67,0,1,72,20823,3,6,0,0,3396,5127,332,1,0,8289491.5,0,11,67,73998
22212,87,1,1,74,94427,3,6,0,0,9076,8573,860,0,1,2232476.2,0,24,86,3703
17019,85,0,1,79,97904,5,5,0,0,2770,5752,758,0,9,1711885.8,0,18,76,7739
16444,29,0,1,2,63250,6,1,0,1,4631,1054,775,0,7,1649094.5,0,31,22,9984
64504,39,0,0,19,52578,7,9,0,0,5126,7453,126,0,2,6451578.0,0,16,37,51799
73527,57,1,1,5,16171,10,10,0,1,5453,1421,722,0,1,7360331.1,0,5,56,65931
16780,54,1,0,56,90874,2,10,0,1,3072,397,757,1,0,1681331.2,0,14,54,12554
47534,47,1,0,9,93881,5,5,1,0,6946,8394,631,0,9,4756433.9,0,27,38,31563
30978,64,1,1,13,62590,1,7,0,1,1042,4136,936,0,2,3108219.1,0,15,62,24864
23763,94,0,1,99,83447,8,8,0,0,9676,8321,539,1,9,2384035.4,0,22,85,5227
55757,6,0,1,51,19826,9,10,0,0,8020,4350,339,1,9,5578966.0,0,6,-3,43048
85107,97,0,0,24,33269,8,5,0,0,6398,9519,115,0,7,8512331.9,0,27,90,69075
58297,91,0,1,1,40305,4,4,0,0,9958,3361,247,0,0,5833422.9,0,27,91,44731
53952,10,0,0,72,14561,10,1,1,0,4149,4757,157,0,6,5403227.9,0,27,4,44889
50401,60,0,1,55,23900,5,5,0,0,72,1856,443,0,5,5046874.3,0,23,55,48030
58451,45,1,0,22,15269,1,1,1,1,728,5530,861,1,2,5849635.3,0,33,43,51332
25625,69,0,0,84,21148,8,6,1,0,5174,5117,379,0,6,2568173.9,0,7,63,14955
4798,100,0,0,20,35281,2,8,0,0,575,1391,604,0,6,481620.5,0,21,94,2228
90700,80,1,1,78,4359,6,9,1,1,3926,3187,396,1,6,9080106.6,1,20,74,83191
84267,93,1,0,81,62432,8,7,0,0,3597,4968,218,1,7,8433371.0,0,26,86,75484
56505,28,0,0,10,14278,4,1,0,0,6492,4926,859,1,1,5651670.3,0,23,27,44228
21976,55,1,0,97,56352,6,2,0,1,9374,218,777,1,3,2206738.8,0,18,52,11607
83083,68,0,1,19,84292,1,6,1,0,3582,1698,438,0,5,8313069.5,1,11,63,77365
60396,100,1,1,81,92255,7,9,1,1,5943,7937,950,1,1,6047863.2,1,14,99,45566
42211,62,1,1,94,78256,2,3,0,0,3897,9238,811,1,0,4230896.8,0,18,62,28265
43843,28,0,1,99,13465,2,5,1,1,7431,2814,844,1,0,4389604.0,1,36,28,32754
53501,80,0,0,68,9423,1,9,1,0,8976,9112,555,1,10,5351569.3,0,33,70,34858
95623,52,0,0,11,80499,8,1,0,1,532,2052,117,0,7,9564202.0,0,6,45,92922
72619,4,1,0,6,65180,1,1,0,1,1754,3173,540,1,9,7266754.8,0,18,-5,67152
45803,17,0,1,21,3710,6,7,0,0,1749,9521,444,0,2,4583642.7,0,29,15,34089
62570,52,1,0,83,51442,9,5,1,1,3088,7256,786,1,4,6265526.5,0,11,48,51440
99636,59,0,0,10,28387,4,9,0,0,3610,950,553,0,8,9964270.4,0,22,51,94523
32328,27,1,1,39,5499,2,3,1,0,7386,8846,266,1,1,3238634.9,1,27,26,15830
64550,89,1,1,68,4708,7,2,0,0,1945,8269,495,0,10,6465184.9,0,7,79,53841
24055,32,0,1,81,18804,5,6,1,1,5640,7433,818,0,6,2418314.8,1,8,26,10164
59003,52,0,1,63,6558,2,8,0,0,3534,7930,912,0,7,5908014.9,0,27,45,46627
69554,27,1,1,89,15443,6,8,0,0,6903,8501,420,1,6,6965658.4,0,12,21,53730
33717,6,1,0,8,89757,10,2,1,0,1859,4641,425,0,6,3377117.0,0,26,0,26792
29810,60,0,1,61,42527,8,8,0,0,3429,2817,837,0,10,2990007.8,0,18,50,22727
83596,63,0,0,28,4711,1,7,1,1,9426,416,785,1,9,8361285.3,0,33,54,72969
23324,91,0,1,44,87494,4,10,1,0,2303,1125,765,1,4,2340035.8,1,28,87,19131
58812,15,0,1,34,21334,3,1,0,0,5235,7659,223,1,7,5888584.8,0,8,8,45695
57700,37,1,1,18,76900,10,7,1,1,3905,3768,515,0,0,5779465.1,1,15,37,49512
44847,13,1,1,60,20388,9,7,0,0,7381,3335,669,1,2,4490655.2,0,14,11,33462
70820,52,1,1,30,14076,9,10,0,1,2090,4566,867,0,2,7093917.6,0,20,50,63297
52890,87,1,0,15,27481,8,6,0,1,3533,5286,683,1,0,5291984.0,0,36,87,43388
80352,21,0,1,5,8170,9,1,0,0,8708,53,464,1,3,8039036.9,0,7,18,71127
32267,37,1,1,36,87970,8,2,1,1,1537,6433,882,1,5,3235512.1,1,35,32,23415
80313,95,1,0,17,10992,8,4,1,0,4325,917,593,1,5,8035508.3,0,23,90,74478
71588,96,1,1,95,14068,4,4,0,0,3945,9033,921,1,4,7167821.2,0,34,92,57689
9089,43,0,0,58,9934,8,8,0,1,1166,6357,151,1,0,914629.7,0,29,43,1415
28121,32,1,1,93,11620,7,6,0,1,1144,1721,857,1,6,2820497.1,0,35,26,24399
21272,4,1,0,72,2291,6,7,0,1,3521,7707,457,0,9,2137497.1,0,25,-5,9587
87964,74,1,1,68,63936,5,7,0,1,799,9190,624,0,3,8803574.9,0,27,71,77351
47902,36,1,0,71,92814,8,9,1,1,5234,8529,541,1,4,4803026.1,0,5,32,33598
89280,63,0,0,11,90567,8,8,1,1,7274,7335,465,1,9,8929255.0,0,6,54,74206
67795,100,1,0,80,55743,4,2,0,0,7282,6516,635,0,1,6785447.4,0,32,99,53362
22323,33,0,1,67,74635,8,3,0,0,126,3171,449,0,5,2240559.6,0,30,28,18577
60037,64,1,0,54,62222,5,5,0,0,7471,7599,648,1,8,6009861.0,0,16,56,44319
27113,22,1,0,19,71247,1,3,1,1,3856,4186,765,1,4,2714670.6,0,30,18,18306
70898,15,0,1,36,45160,7,6,1,1,6794,7842,671,0,4,7092877.8,1,18,11,55591
51130,95,1,0,87,50655,9,6,0,0,4977,1669,682,0,3,5125465.4,0,32,92,43802
65068,30,0,0,2,73196,1,10,1,1,345,7298,895,1,8,6507541.1,0,35,22,56530
93713,20,0,1,45,61739,1,9,0,0,6513,9708,807,0,8,9378060.3,0,23,12,76685
97306,11,0,0,44,77045,2,4,0,1,793,4822,681,0,9,9733433.0,0,16,2,91010
76262,61,0,1,74,46452,7,9,0,1,8970,879,677,0,8,7633670.4,0,22,53,65736
15722,67,1,1,50,58202,9,3,1,1,5454,6089,940,0,2,1581304.1,1,25,65,3239
83984,98,1,1,60,88045,4,10,0,1,3399,4028,817,1,3,8409426.9,0,7,95,75740
78280,53,0,0,42,84432,10,5,1,1,8984,9429,646,1,7,7830865.9,0,7,46,59221
83817,62,0,1,60,27912,7,2,0,0,1130,1360,835,0,8,8390712.5,0,21,54,80492
28132,17,0,1,26,68582,7,1,1,1,144,4860,626,0,6,2820957.7,1,29,11,22502
63183,49,1,1,46,33942,6,6,0,1,6617,1608,891,1,9,6326815.2,0,24,40,54067
90068,96,1,0,55,88179,2,7,1,0,567,999,895,0,4,9013793.9,0,17,92,87607
81645,95,1,1,37,5500,10,2,1,1,6166,9091,630,0,6,8174644.3,1,13,89,65758
40394,87,1,0,30,36212,3,6,1,1,743,1721,567,0,6,4046533.1,0,5,81,37363
79260,19,1,0,9,11588,10,3,1,0,3887,9274,771,1,6,7930187.1,0,35,13,65328
37647,64,1,0,7,42480,8,9,0,0,7865,155,558,0,8,3770389.7,0,9,56,29069
36136,78,0,0,99,79211,3,10,0,1,2576,4343,600,1,7,3618606.9,0,7,71,28617
43549,78,1,0,92,79157,2,6,0,0,9607,1826,905,1,0,4365431.7,0,19,78,31211
74180,97,1,0,7,56256,2,2,0,0,166,9405,631,0,1,7421254.1,0,15,96,63978
33692,83,1,1,69,88105,3,4,1,0,9989,812,721,1,4,3375522.9,1,27,79,22170
92201,56,0,1,66,69735,3,5,0,1,3385,5903,159,0,10,9228740.3,0,23,46,82754
62587,14,0,0,35,26410,3,7,1,0,6374,3188,894,1,6,6260826.0,0,16,8,52131
20577,4,1,0,62,11931,9,1,1,0,3715,6214,119,1,7,2064758.3,0,33,-3,10529
26612,40,1,0,28,85151,3,7,0,0,1837,431,646,1,0,2666795.9,0,17,40,23698
74172,55,1,0,67,76056,9,2,0,1,1247,6709,461,1,8,7421067.4,0,22,47,65755
68841,92,0,0,69,88956,5,5,0,1,3643,5208,465,0,1,6890753.0,0,26,91,59525
54386,93,0,0,95,17231,1,7,1,1,9560,7926,665,0,4,5448084.6,0,30,89,36235
54925,27,1,0,81,38186,10,1,0,0,3632,8941,377,1,7,5501546.6,0,30,20,41975
43418,87,1,1,64,25081,2,8,0,1,6989,9545,736,1,3,4349322.0,0,16,84,26148
96251,12,0,0,7,66528,2,8,0,1,4166,6782,665,1,9,9626287.8,0,8,3,84638
27928,90,1,1,78,89394,8,1,0,0,6637,9618,334,0,9,2804528.7,0,29,81,11339
87024,52,1,1,56,17010,10,10,0,1,1630,8652,544,0,9,8714971.0,0,6,43,76198
47579,85,1,0,8,8403,3,8,1,1,1138,805,629,0,5,4761303.3,0,13,80,45007
60756,62,0,0,50,56232,10,4,1,1,7984,7583,725,1,8,6079599.6,0,30,54,44464
38587,10,1,0,9,89834,4,3,1,0,8444,5499,938,1,1,3862813.5,0,31,9,23706
92659,73,0,0,98,54013,10,4,1,1,3750,81,386,0,10,9272193.3,0,33,63,88442
59396,24,1,1,31,92493,1,8,1,1,9208,406,970,1,5,5950249.1,1,5,19,48812
70681,24,1,0,16,62054,10,4,0,1,6921,2915,640,0,10,7072541.6,0,20,14,60205
42900,38,1,1,80,89907,2,10,1,0,473,6650,319,0,5,4301422.6,1,10,33,35458
36240,9,1,1,34,75244,8,10,0,0,82,7981,271,1,4,3630821.7,0,19,5,27906
59928,100,0,0,76,21087,3,5,0,1,9836,9337,530,1,1,5995097.4,0,32,99,40225
3963,40,1,1,61,90631,8,1,1,0,1036,1491,408,1,2,408380.9,1,17,38,1028
95404,10,0,1,8,67144,1,10,1,0,7142,8615,690,1,3,9544786.9,1,17,7,78957
86375,99,1,0,68,12313,9,10,1,0,6106,9840,723,0,6,8643370.0,0,26,93,69706
26507,14,1,0,79,37402,2,3,0,1,535,7021,269,0,8,2656261.5,0,21,6,18682
72178,73,0,0,57,95268,6,7,1,1,5833,7112,727,0,0,7223259.8,0,28,73,58506
11914,36,1,0,57,95044,8,6,0,1,6274,1131,897,0,10,1198177.5,0,21,26,3612
62596,88,0,1,79,75617,4,9,1,1,3152,1688,314,0,6,6272808.7,1,9,82,57442
69371,59,0,0,55,61311,4,7,1,0,3689,5177,611,1,9,6939185.4,0,22,50,59894
47542,25,0,0,97,44458,7,9,1,0,6765,7845,393,1,9,4756989.0,0,6,16,32539
60457,68,0,1,32,22629,9,3,0,1,2526,6045,496,1,10,6051684.0,0,6,58,51390
88033,95,1,1,100,81587,7,5,1,0,9436,3665,753,0,7,8817404.6,1,20,88,74179
85795,97,0,0,59,39767,2,3,1,0,2357,5340,278,0,2,8585311.9,0,7,95,77820
17857,15,1,0,24,70162,8,3,1,1,123,7677,157,1,0,1791426.7,0,29,15,9900
14314,50,0,1,45,5357,3,4,1,0,91,6561,908,1,5,1436966.9,1,7,45,6754
96513,26,1,0,53,81523,10,6,0,0,1306,6795,582,0,1,9657237.3,0,33,25,87830
67527,41,1,1,42,26117,10,8,1,1,6765,874,772,1,4,6766655.9,1,17,37,59116
72976,96,0,1,96,7771,4,8,0,1,7706,7273,394,0,7,7306614.6,0,10,89,57603
76420,38,1,0,63,32005,5,8,0,1,3164,6820,170,1,5,7649934.6,0,20,33,66266
67923,61,0,0,95,69105,10,4,1,1,3860,4166,234,1,4,6797581.4,0,12,57,59663
85372,81,0,0,5,72462,10,9,0,0,9416,5948,838,1,10,8538126.0,0,16,71,69170
38923,30,0,0,41,9206,6,5,1,1,679,9075,114,0,4,3895085.3,0,33,26,29055
57663,66,0,1,14,38517,10,2,0,0,7766,13,654,1,2,5770477.1,0,25,64,49230
26943,57,1,1,86,65019,9,5,1,1,254,7641,913,0,0,2701654.6,1,10,57,18135
24839,52,1,0,76,50423,3,4,1,0,7365,6581,766,1,10,2493901.4,0,32,42,10127
85671,33,1,1,5,26126,2,3,0,0,4821,4508,1000,0,5,8572647.8,0,8,28,75342
56085,65,1,1,92,14580,6,6,0,1,4634,1107,897,1,6,5617121.9,0,7,59,49447
53857,91,1,0,49,77898,9,9,0,0,3249,6461,435,1,0,5393354.3,0,33,91,43712
61297,29,0,1,80,42203,1,6,1,0,8140,1302,551,1,4,6134154.0,1,6,25,51304
34854,61,1,1,31,77290,8,1,1,1,6726,36,388,1,0,3491844.1,1,35,61,27704
90777,78,0,0,8,11891,10,5,0,1,5120,5209,744,0,6,9079088.9,0,17,72,79704
29178,74,1,0,14,76662,9,6,1,1,9501,9579,768,1,1,2922723.4,0,22,73,9330
55006,42,0,0,24,48350,4,1,1,1,6526,6142,356,0,9,5503703.2,0,34,33,41982
11491,61,1,1,47,4203,7,3,0,1,5698,4031,597,0,5,1157222.9,0,7,56,1165
44838,48,1,0,77,19697,3,5,1,1,7048,6888,671,1,3,4491363.9,0,17,45,30231
67629,27,0,0,38,45599,1,8,0,1,4353,3714,388,0,10,6767151.1,0,15,17,59174
70607,8,0,1,28,48044,5,7,0,0,6278,8181,397,0,0,7068284.9,0,17,8,55751
50122,69,1,0,84,85527,10,3,0,0,5479,9298,275,1,6,5016998.2,0,24,63,35070
80622,80,0,1,46,53790,6,7,1,1,2308,8765,791,0,3,8069026.5,1,11,77,68758
63886,46,1,0,1,23324,7,8,1,1,3896,2640,771,0,2,6391405.2,0,34,44,56579
30821,52,0,1,27,82221,8,10,0,0,5620,4492,408,0,10,3086776.5,0,11,42,20301
80472,21,1,1,80,81246,1,6,0,0,3435,9377,266,0,6,8054700.0,0,26,15,67394
86834,54,1,1,23,11119,1,1,1,1,5173,9258,757,1,5,8690922.3,1,13,49,71646
59899,61,1,0,61,94757,8,10,1,1,6126,2385,297,0,0,5994256.8,0,8,61,51091
36859,87,0,0,43,80518,7,1,0,0,869,9536,596,1,10,3687440.3,0,13,77,25858
96419,6,1,0,34,77098,6,8,0,1,8968,3210,233,0,2,9646107.4,0,22,4,84008
82651,3,0,0,42,63180,1,7,0,0,6409,7747,982,1,0,8266989.8,0,8,3,67513
26881,57,1,0,82,68073,8,6,1,0,9731,9547,226,0,4,2696414.4,0,32,53,7377
83316,85,0,0,65,1257,8,1,0,0,5337,1277,898,1,4,8336816.9,0,7,81,75804
18738,17,1,0,51,30492,1,3,0,0,4072,1640,443,0,3,1881615.3,0,23,14,12583
60399,88,0,1,48,8539,5,2,1,0,9562,4787,880,1,7,6046439.6,1,20,81,45170
92159,72,0,0,68,46805,9,1,1,0,4553,4114,742,0,1,9220693.7,0,29,71,82750
93998,47,0,0,81,39828,8,6,1,0,1605,505,102,0,2,9406433.0,0,16,45,91786
96580,28,1,1,36,43415,10,5,1,0,2176,9890,104,1,9,9671187.4,1,22,19,84410
20818,43,0,1,76,99647,10,2,1,0,4111,4176,915,0,7,2090473.7,1,19,36,11616
65549,38,0,0,38,35657,5,4,1,1,5487,1726,316,1,10,6556739.5,0,11,28,58020
31951,22,0,0,94,6969,1,4,1,0,6606,8523,625,0,10,3196773.6,0,10,12,16197
23541,83,1,0,3,49248,7,6,1,0,2818,4241,970,1,4,2357500.1,0,35,79,15512
17704,83,0,1,33,13030,8,3,0,1,4503,5329,184,1,1,1775366.7,0,19,82,7688
57128,100,1,1,40,50043,7,9,1,1,4856,2230,566,0,8,5721225.6,1,20,92,49476
87276,51,1,1,43,50903,2,2,0,0,8005,7138,113,0,10,8737247.2,0,34,41,72020
50778,83,1,0,91,93274,9,1,0,1,6472,7178,914,1,7,5087311.5,0,31,76,36214
49312,56,1,0,39,3763,8,7,1,0,9737,9900,844,0,3,4934342.9,0,7,53,28831
99455,26,0,0,36,96724,3,4,0,1,5988,217,841,0,5,9946626.1,0,25,21,92409
75645,51,1,0,64,89555,2,4,1,0,8361,9708,673,0,7,7571223.9,0,17,44,56903
73406,44,1,0,95,80429,9,8,0,1,2144,4242,230,0,2,7351183.7,0,19,42,66790
24895,7,1,1,59,48046,6,2,0,1,8541,5444,851,0,0,2496019.2,0,14,7,10059
13314,5,1,1,17,96126,5,9,1,0,8189,526,663,0,7,1340591.5,1,11,-2,3936
78995,53,1,1,49,94092,2,7,0,0,5606,4576,759,1,5,7911960.6,0,30,48,68054
54976,21,1,0,53,74263,4,5,0,0,210,1328,998,1,4,5506062.0,0,6,17,52440
84023,8,1,0,44,23355,3,1,1,0,6948,398,669,1,9,8408349.3,0,13,-1,76008
62314,23,1,1,27,46090,8,9,0,0,4797,5715,169,0,7,6239567.9,0,7,16,51633
85169,77,1,0,14,37743,2,6,1,0,9487,6521,819,1,4,8520093.8,0,8,73,68342
42969,32,1,0,87,77890,8,6,1,0,4496,2360,793,1,2,4305386.1,0,15,30,35320
38079,80,0,1,74,2060,8,6,0,0,4594,8587,440,1,10,3818327.9,0,7,70,24458
41147,69,0,1,87,38738,4,1,1,0,7388,3537,791,1,4,4122969.6,1,20,65,29431
93375,27,0,1,67,98496,6,8,0,0,4304,1956,784,1,6,9343934.0,0,36,21,86331
37047,79,1,1,87,57780,3,3,1,0,5658,8216,160,0,5,3713548.9,1,7,74,23013
20453,54,1,0,96,25276,1,6,1,1,5077,3787,770,1,0,2055870.1,0,35,54,10819
86800,18,0,0,99,59878,10,4,0,1,3808,6688,455,0,7,8684068.8,0,18,11,75849
49835,37,0,0,55,47276,9,1,0,1,6772,850,140,0,2,4986495.4,0,22,35,42073
25020,100,1,1,39,95389,4,10,0,0,5959,1045,274,0,8,2510161.0,0,36,92,17742
69665,14,0,1,78,77576,6,10,0,1,7745,8761,707,1,6,6977106.5,0,31,8,52452
16283,79,1,1,30,96428,1,9,1,0,7485,2259,903,0,2,1638670.0,1,36,77,5636
40984,15,0,1,39,4746,4,1,0,0,870,5803,100,1,3,4103009.1,0,5,12,34211
32731,99,0,1,66,81770,2,7,1,1,9859,2736,681,1,10,3276617.6,1,30,89,19455
86452,12,0,1,76,53882,6,1,1,1,9096,2443,684,1,9,8657353.7,1,29,3,74229
49031,87,1,1,62,80837,1,2,1,0,1800,4755,723,1,5,4914589.6,1,10,82,41753
53818,17,0,0,32,47700,9,3,0,1,728,7298,910,0,0,5383450.0,0,26,17,44882
74291,88,0,0,38,12525,8,8,0,1,217,8043,379,0,1,7433320.4,0,22,87,65652
73154,57,1,1,29,23054,1,10,0,1,8059,8416,628,1,1,7322035.5,0,11,56,56051
39162,21,0,0,16,69443,9,9,0,0,8453,9574,846,0,10,3917826.5,0,21,11,20289
45746,86,0,0,76,81447,4,3,1,1,2589,8033,400,1,7,4580036.9,0,17,79,34724
22615,61,1,1,30,48011,1,9,0,1,7923,2541,321,1,7,2271139.1,0,35,54,11830
